indic_is,unit,sizen_r2,geo\time	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 
E_IACC,PC_ENT,M_C10_N82_XK,CZ	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT,M_C10_N82_XK,DE	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT,M_C10_N82_XK,DK	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT,M_C10_N82_XK,EA	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT,M_C10_N82_XK,EE	: 	: 	: 	: 	: 	: 	: 	100 
E_IACC,PC_ENT,M_C10_N82_XK,EL	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT,M_C10_N82_XK,ES	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT,M_C10_N82_XK,EU15	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT,M_C10_N82_XK,EU25	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT,M_C10_N82_XK,EU27	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT,M_C10_N82_XK,EU28	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT,M_C10_N82_XK,FI	: 	: 	: 	: 	: 	: 	: 	100 
E_IACC,PC_ENT,M_C10_N82_XK,FR	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT,M_C10_N82_XK,HR	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT,M_C10_N82_XK,HU	: 	: 	: 	: 	: 	: 	: 	95 
E_IACC,PC_ENT,M_C10_N82_XK,IE	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT,M_C10_N82_XK,IT	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT,M_C10_N82_XK,LT	: 	: 	: 	: 	: 	: 	: 	100 
E_IACC,PC_ENT,M_C10_N82_XK,LU	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT,M_C10_N82_XK,LV	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT,M_C10_N82_XK,MT	: 	: 	: 	: 	: 	: 	: 	100 
E_IACC,PC_ENT,M_C10_N82_XK,NL	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT,M_C10_N82_XK,NO	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT,M_C10_N82_XK,PL	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT,M_C10_N82_XK,PT	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT,M_C10_N82_XK,RO	: 	: 	: 	: 	: 	: 	: 	87 
E_IACC,PC_ENT,M_C10_N82_XK,SE	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT,M_C10_N82_XK,SI	: 	: 	: 	: 	: 	: 	: 	100 
E_IACC,PC_ENT,M_C10_N82_XK,SK	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT,M_C10_N82_XK,UK	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT,M_C10_S951_XK,AT	100 	100 	100 	100 	99 	99 	100 	: 
E_IACC,PC_ENT,M_C10_S951_XK,BE	100 	100 	99 	100 	99 	100 	99 	: 
E_IACC,PC_ENT,M_C10_S951_XK,BG	98 	98 	97 	96 	95 	96 	96 	: 
E_IACC,PC_ENT,M_C10_S951_XK,CY	99 	99 	100 	99 	99 	98 	98 	: 
E_IACC,PC_ENT,M_C10_S951_XK,CZ	99 	99 	99 	99 	99 	99 	98 	: 
E_IACC,PC_ENT,M_C10_S951_XK,DE	99 	99 	99 	99 	99 	99 	99 	: 
E_IACC,PC_ENT,M_C10_S951_XK,DK	100 	100 	100 	100 	99 	98 	98 	: 
E_IACC,PC_ENT,M_C10_S951_XK,EA	99 	99 	99 	99 	99 	99 	99 	: 
E_IACC,PC_ENT,M_C10_S951_XK,EE	99 	99 	99 	99 	99 	99 	99 	: 
E_IACC,PC_ENT,M_C10_S951_XK,EL	97 	99 	99 	98 	97 	99 	99 	: 
E_IACC,PC_ENT,M_C10_S951_XK,ES	99 	99 	99 	99 	99 	99 	99 	: 
E_IACC,PC_ENT,M_C10_S951_XK,EU15	99 	99 	100 	99 	99 	99 	99 	: 
E_IACC,PC_ENT,M_C10_S951_XK,EU25	: 	: 	: 	: 	: 	: 	99 	: 
E_IACC,PC_ENT,M_C10_S951_XK,EU27	99 	99 	99 	99 	99 	99 	98 	: 
E_IACC,PC_ENT,M_C10_S951_XK,EU28	99 	99 	99 	99 	99 	99 	98 	: 
E_IACC,PC_ENT,M_C10_S951_XK,FI	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT,M_C10_S951_XK,FR	100 	: c	100 	100 	100 	100 	99 	: 
E_IACC,PC_ENT,M_C10_S951_XK,HR	100 	98 	99 	99 	99 	99 	98 	: 
E_IACC,PC_ENT,M_C10_S951_XK,HU	96 	96 	95 	96 	95 	97 	97 	: 
E_IACC,PC_ENT,M_C10_S951_XK,IE	99 	99 	99 	99 	98 	99 	99 	: 
E_IACC,PC_ENT,M_C10_S951_XK,IS	: 	: 	100 	100 	100 	: 	100 	: 
E_IACC,PC_ENT,M_C10_S951_XK,IT	99 	99 	100 	99 	99 	98 	99 	: 
E_IACC,PC_ENT,M_C10_S951_XK,LT	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT,M_C10_S951_XK,LU	100 	100 	100 	100 	100 	99 	99 	: 
E_IACC,PC_ENT,M_C10_S951_XK,LV	99 	100 	99 	99 	100 	99 	98 	: 
E_IACC,PC_ENT,M_C10_S951_XK,MK	99 	96 	98 	98 	96 	93 	94 	: 
E_IACC,PC_ENT,M_C10_S951_XK,MT	99 	99 	98 	98 	98 	98 	98 	: 
E_IACC,PC_ENT,M_C10_S951_XK,NL	100 	100 	100 	100 	100 	100 	99 	: 
E_IACC,PC_ENT,M_C10_S951_XK,NO	100 	100 	100 	98 	99 	98 	99 	: 
E_IACC,PC_ENT,M_C10_S951_XK,PL	99 	98 	99 	99 	98 	99 	99 	: 
E_IACC,PC_ENT,M_C10_S951_XK,PT	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT,M_C10_S951_XK,RO	94 	94 	93 	88 	89 	93 	90 	: 
E_IACC,PC_ENT,M_C10_S951_XK,RS	: 	: 	100 	: 	: 	: 	: 	: 
E_IACC,PC_ENT,M_C10_S951_XK,SE	99 	100 	99 	99 	100 	100 	98 	: 
E_IACC,PC_ENT,M_C10_S951_XK,SI	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT,M_C10_S951_XK,SK	98 	99 	100 	99 	100 	99 	99 	: 
E_IACC,PC_ENT,M_C10_S951_XK,TR	97 	98 	: 	: 	: 	: 	97 	: 
E_IACC,PC_ENT,M_C10_S951_XK,UK	99 	100 	100 	100 	100 	99 	99 	: 
E_IACC,PC_ENT,SM_C10_N82_XK,AT	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT,SM_C10_N82_XK,BE	: 	: 	: 	: 	: 	: 	: 	97 
E_IACC,PC_ENT,SM_C10_N82_XK,BG	: 	: 	: 	: 	: 	: 	: 	82 
E_IACC,PC_ENT,SM_C10_N82_XK,CY	: 	: 	: 	: 	: 	: 	: 	87 
E_IACC,PC_ENT,SM_C10_N82_XK,CZ	: 	: 	: 	: 	: 	: 	: 	95 
E_IACC,PC_ENT,SM_C10_N82_XK,DE	: 	: 	: 	: 	: 	: 	: 	97 
E_IACC,PC_ENT,SM_C10_N82_XK,DK	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT,SM_C10_N82_XK,EA	: 	: 	: 	: 	: 	: 	: 	95 
E_IACC,PC_ENT,SM_C10_N82_XK,EE	: 	: 	: 	: 	: 	: 	: 	95 
E_IACC,PC_ENT,SM_C10_N82_XK,EL	: 	: 	: 	: 	: 	: 	: 	89 
E_IACC,PC_ENT,SM_C10_N82_XK,ES	: 	: 	: 	: 	: 	: 	: 	95 
E_IACC,PC_ENT,SM_C10_N82_XK,EU15	: 	: 	: 	: 	: 	: 	: 	95 
E_IACC,PC_ENT,SM_C10_N82_XK,EU25	: 	: 	: 	: 	: 	: 	: 	94 
E_IACC,PC_ENT,SM_C10_N82_XK,EU27	: 	: 	: 	: 	: 	: 	: 	93 
E_IACC,PC_ENT,SM_C10_N82_XK,EU28	: 	: 	: 	: 	: 	: 	: 	93 
E_IACC,PC_ENT,SM_C10_N82_XK,FI	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT,SM_C10_N82_XK,FR	: 	: 	: 	: 	: 	: 	: 	95 
E_IACC,PC_ENT,SM_C10_N82_XK,HR	: 	: 	: 	: 	: 	: 	: 	95 
E_IACC,PC_ENT,SM_C10_N82_XK,HU	: 	: 	: 	: 	: 	: 	: 	86 
E_IACC,PC_ENT,SM_C10_N82_XK,IE	: 	: 	: 	: 	: 	: 	: 	90 
E_IACC,PC_ENT,SM_C10_N82_XK,IT	: 	: 	: 	: 	: 	: 	: 	94 
E_IACC,PC_ENT,SM_C10_N82_XK,LT	: 	: 	: 	: 	: 	: 	: 	95 
E_IACC,PC_ENT,SM_C10_N82_XK,LU	: 	: 	: 	: 	: 	: 	: 	96 
E_IACC,PC_ENT,SM_C10_N82_XK,LV	: 	: 	: 	: 	: 	: 	: 	87 
E_IACC,PC_ENT,SM_C10_N82_XK,MT	: 	: 	: 	: 	: 	: 	: 	94 
E_IACC,PC_ENT,SM_C10_N82_XK,NL	: 	: 	: 	: 	: 	: 	: 	96 
E_IACC,PC_ENT,SM_C10_N82_XK,NO	: 	: 	: 	: 	: 	: 	: 	97 
E_IACC,PC_ENT,SM_C10_N82_XK,PL	: 	: 	: 	: 	: 	: 	: 	90 
E_IACC,PC_ENT,SM_C10_N82_XK,PT	: 	: 	: 	: 	: 	: 	: 	93 
E_IACC,PC_ENT,SM_C10_N82_XK,RO	: 	: 	: 	: 	: 	: 	: 	71 
E_IACC,PC_ENT,SM_C10_N82_XK,SE	: 	: 	: 	: 	: 	: 	: 	95 
E_IACC,PC_ENT,SM_C10_N82_XK,SI	: 	: 	: 	: 	: 	: 	: 	95 
E_IACC,PC_ENT,SM_C10_N82_XK,SK	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT,SM_C10_N82_XK,UK	: 	: 	: 	: 	: 	: 	: 	91 
E_IACC,PC_ENT,SM_C10_S951_XK,AT	99 	99 	98 	98 	98 	98 	97 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,BE	99 	99 	97 	97 	97 	96 	97 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,BG	91 	91 	91 	89 	87 	87 	85 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,CY	96 	95 	96 	93 	95 	90 	88 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,CZ	98 	98 	98 	96 	96 	96 	94 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,DE	98 	98 	98 	98 	97 	96 	97 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,DK	100 	100 	99 	99 	99 	98 	97 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,EA	98 	98 	98 	97 	97 	96 	96 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,EE	95 	97 	96 	97 	96 	96 	96 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,EL	87 	87 	89 	87 	91 	93 	90 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,ES	98 	98 	98 	97 	96 	97 	97 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,EU15	98 	98 	98 	97 	97 	96 	95 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,EU25	: 	: 	: 	: 	: 	: 	95 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,EU27	97 	97 	97 	96 	95 	95 	94 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,EU28	97 	97 	97 	96 	95 	95 	94 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,FI	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,FR	99 	99 	99 	99 	99 	96 	97 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,HR	91 	90 	96 	98 	96 	96 	95 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,HU	92 	90 	88 	88 	89 	89 	89 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,IE	99 	97 	98 	95 	94 	93 	92 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,IS	: 	: 	100 	99 	99 	: 	98 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,IT	98 	98 	98 	97 	96 	94 	94 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,LT	100 	100 	100 	100 	100 	98 	96 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,LU	100 	100 	100 	98 	98 	97 	96 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,LV	97 	97 	96 	94 	91 	92 	90 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,MK	94 	93 	93 	92 	87 	82 	84 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,MT	96 	97 	97 	95 	95 	95 	94 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,NL	100 	100 	100 	100 	100 	100 	98 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,NO	98 	98 	97 	97 	97 	97 	97 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,PL	93 	92 	93 	93 	93 	94 	96 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,PT	98 	98 	96 	96 	95 	95 	94 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,RO	83 	88 	85 	83 	79 	78 	78 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,RS	: 	: 	100 	: 	: 	: 	: 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,SE	99 	98 	98 	97 	98 	96 	96 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,SI	99 	99 	98 	97 	98 	97 	97 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,SK	97 	97 	98 	98 	98 	97 	98 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,TR	93 	92 	: 	: 	: 	: 	91 	: 
E_IACC,PC_ENT,SM_C10_S951_XK,UK	95 	96 	95 	96 	94 	95 	91 	: 
E_IACC,PC_ENT,S_C10_N82_XK,AT	: 	: 	: 	: 	: 	: 	: 	97 
E_IACC,PC_ENT,S_C10_N82_XK,BE	: 	: 	: 	: 	: 	: 	: 	96 
E_IACC,PC_ENT,S_C10_N82_XK,BG	: 	: 	: 	: 	: 	: 	: 	79 
E_IACC,PC_ENT,S_C10_N82_XK,CY	: 	: 	: 	: 	: 	: 	: 	86 
E_IACC,PC_ENT,S_C10_N82_XK,CZ	: 	: 	: 	: 	: 	: 	: 	94 
E_IACC,PC_ENT,S_C10_N82_XK,DE	: 	: 	: 	: 	: 	: 	: 	96 
E_IACC,PC_ENT,S_C10_N82_XK,DK	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT,S_C10_N82_XK,EA	: 	: 	: 	: 	: 	: 	: 	95 
E_IACC,PC_ENT,S_C10_N82_XK,EE	: 	: 	: 	: 	: 	: 	: 	94 
E_IACC,PC_ENT,S_C10_N82_XK,EL	: 	: 	: 	: 	: 	: 	: 	87 
E_IACC,PC_ENT,S_C10_N82_XK,ES	: 	: 	: 	: 	: 	: 	: 	95 
E_IACC,PC_ENT,S_C10_N82_XK,EU15	: 	: 	: 	: 	: 	: 	: 	94 
E_IACC,PC_ENT,S_C10_N82_XK,EU25	: 	: 	: 	: 	: 	: 	: 	93 
E_IACC,PC_ENT,S_C10_N82_XK,EU27	: 	: 	: 	: 	: 	: 	: 	92 
E_IACC,PC_ENT,S_C10_N82_XK,EU28	: 	: 	: 	: 	: 	: 	: 	92 
E_IACC,PC_ENT,S_C10_N82_XK,FI	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT,S_C10_N82_XK,FR	: 	: 	: 	: 	: 	: 	: 	95 
E_IACC,PC_ENT,S_C10_N82_XK,HR	: 	: 	: 	: 	: 	: 	: 	94 
E_IACC,PC_ENT,S_C10_N82_XK,HU	: 	: 	: 	: 	: 	: 	: 	85 
E_IACC,PC_ENT,S_C10_N82_XK,IE	: 	: 	: 	: 	: 	: 	: 	89 
E_IACC,PC_ENT,S_C10_N82_XK,IT	: 	: 	: 	: 	: 	: 	: 	93 
E_IACC,PC_ENT,S_C10_N82_XK,LT	: 	: 	: 	: 	: 	: 	: 	94 
E_IACC,PC_ENT,S_C10_N82_XK,LU	: 	: 	: 	: 	: 	: 	: 	95 
E_IACC,PC_ENT,S_C10_N82_XK,LV	: 	: 	: 	: 	: 	: 	: 	84 
E_IACC,PC_ENT,S_C10_N82_XK,MT	: 	: 	: 	: 	: 	: 	: 	93 
E_IACC,PC_ENT,S_C10_N82_XK,NL	: 	: 	: 	: 	: 	: 	: 	95 
E_IACC,PC_ENT,S_C10_N82_XK,NO	: 	: 	: 	: 	: 	: 	: 	96 
E_IACC,PC_ENT,S_C10_N82_XK,PL	: 	: 	: 	: 	: 	: 	: 	88 
E_IACC,PC_ENT,S_C10_N82_XK,PT	: 	: 	: 	: 	: 	: 	: 	92 
E_IACC,PC_ENT,S_C10_N82_XK,RO	: 	: 	: 	: 	: 	: 	: 	68 
E_IACC,PC_ENT,S_C10_N82_XK,SE	: 	: 	: 	: 	: 	: 	: 	94 
E_IACC,PC_ENT,S_C10_N82_XK,SI	: 	: 	: 	: 	: 	: 	: 	94 
E_IACC,PC_ENT,S_C10_N82_XK,SK	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT,S_C10_N82_XK,UK	: 	: 	: 	: 	: 	: 	: 	90 
E_IACC,PC_ENT,S_C10_S951_XK,AT	99 	99 	98 	97 	98 	98 	97 	: 
E_IACC,PC_ENT,S_C10_S951_XK,BE	99 	99 	97 	96 	96 	95 	97 	: 
E_IACC,PC_ENT,S_C10_S951_XK,BG	90 	90 	90 	87 	86 	85 	83 	: 
E_IACC,PC_ENT,S_C10_S951_XK,CY	96 	95 	96 	92 	94 	89 	86 	: 
E_IACC,PC_ENT,S_C10_S951_XK,CZ	97 	98 	97 	96 	96 	96 	94 	: 
E_IACC,PC_ENT,S_C10_S951_XK,DE	98 	98 	98 	98 	96 	96 	97 	: 
E_IACC,PC_ENT,S_C10_S951_XK,DK	100 	100 	99 	99 	99 	97 	97 	: 
E_IACC,PC_ENT,S_C10_S951_XK,EA	98 	98 	98 	97 	97 	95 	95 	: 
E_IACC,PC_ENT,S_C10_S951_XK,EE	95 	97 	95 	96 	96 	95 	95 	: 
E_IACC,PC_ENT,S_C10_S951_XK,EL	86 	86 	88 	86 	90 	92 	89 	: 
E_IACC,PC_ENT,S_C10_S951_XK,ES	98 	98 	98 	96 	96 	96 	96 	: 
E_IACC,PC_ENT,S_C10_S951_XK,EU15	98 	97 	97 	97 	96 	95 	94 	: 
E_IACC,PC_ENT,S_C10_S951_XK,EU25	: 	: 	: 	: 	: 	: 	94 	: 
E_IACC,PC_ENT,S_C10_S951_XK,EU27	96 	96 	96 	96 	95 	94 	93 	: 
E_IACC,PC_ENT,S_C10_S951_XK,EU28	96 	96 	96 	96 	95 	94 	93 	: 
E_IACC,PC_ENT,S_C10_S951_XK,FI	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT,S_C10_S951_XK,FR	99 	99 	99 	99 	99 	95 	96 	: 
E_IACC,PC_ENT,S_C10_S951_XK,HR	89 	88 	96 	97 	95 	94 	95 	: 
E_IACC,PC_ENT,S_C10_S951_XK,HU	92 	89 	87 	87 	88 	88 	88 	: 
E_IACC,PC_ENT,S_C10_S951_XK,IE	99 	96 	97 	94 	93 	92 	91 	: 
E_IACC,PC_ENT,S_C10_S951_XK,IS	: 	: 	100 	98 	99 	: 	97 	: 
E_IACC,PC_ENT,S_C10_S951_XK,IT	98 	97 	98 	97 	95 	94 	93 	: 
E_IACC,PC_ENT,S_C10_S951_XK,LT	100 	100 	100 	100 	100 	98 	95 	: 
E_IACC,PC_ENT,S_C10_S951_XK,LU	100 	100 	100 	98 	98 	96 	96 	: 
E_IACC,PC_ENT,S_C10_S951_XK,LV	96 	96 	95 	93 	89 	91 	89 	: 
E_IACC,PC_ENT,S_C10_S951_XK,MK	93 	93 	92 	90 	86 	80 	81 	: 
E_IACC,PC_ENT,S_C10_S951_XK,MT	96 	96 	97 	94 	94 	94 	93 	: 
E_IACC,PC_ENT,S_C10_S951_XK,NL	100 	100 	100 	100 	100 	100 	98 	: 
E_IACC,PC_ENT,S_C10_S951_XK,NO	98 	98 	97 	97 	97 	97 	96 	: 
E_IACC,PC_ENT,S_C10_S951_XK,PL	92 	91 	92 	92 	92 	93 	95 	: 
E_IACC,PC_ENT,S_C10_S951_XK,PT	98 	98 	96 	95 	95 	94 	93 	: 
E_IACC,PC_ENT,S_C10_S951_XK,RO	81 	87 	83 	82 	77 	75 	76 	: 
E_IACC,PC_ENT,S_C10_S951_XK,RS	: 	: 	100 	: 	: 	: 	: 	: 
E_IACC,PC_ENT,S_C10_S951_XK,SE	99 	98 	98 	97 	98 	95 	95 	: 
E_IACC,PC_ENT,S_C10_S951_XK,SI	99 	98 	98 	97 	98 	97 	96 	: 
E_IACC,PC_ENT,S_C10_S951_XK,SK	97 	97 	97 	98 	97 	97 	98 	: 
E_IACC,PC_ENT,S_C10_S951_XK,TR	93 	91 	: 	: 	: 	: 	90 	: 
E_IACC,PC_ENT,S_C10_S951_XK,UK	95 	95 	94 	95 	93 	94 	89 	: 
E_IACC,PC_ENT,VS_C10_N82_XK,DE	: 	: 	: 	: 	: 	: 	: 	79 
E_IACC,PC_ENT,VS_C10_N82_XK,ES	: 	: 	: 	: 	: 	: 	: 	63 
E_IACC,PC_ENT,VS_C10_N82_XK,MT	: 	: 	: 	: 	: 	: 	: 	: u
E_IACC,PC_ENT,VS_C10_N82_XK,PT	: 	: 	: 	: 	: 	: 	: 	52 
E_IACC,PC_ENT,VS_C10_N82_XK,RO	: 	: 	: 	: 	: 	: 	: 	31 
E_IACC,PC_ENT,VS_C10_N82_XK,SK	: 	: 	: 	: 	: 	: 	: 	78 
E_IACC,PC_ENT,VS_C10_S951_XK,DE	88 	88 	88 	86 	83 	81 	80 	: 
E_IACC,PC_ENT,VS_C10_S951_XK,ES	67 	64 	64 	62 	60 	60 	56 	: 
E_IACC,PC_ENT,VS_C10_S951_XK,IS	: 	: 	: 	: 	: 	: 	87 	: 
E_IACC,PC_ENT,VS_C10_S951_XK,PT	81 	78 	78 	72 	65 	58 	53 	: 
E_IACC,PC_ENT,VS_C10_S951_XK,SE	82 	: 	: 	: 	: 	: 	: 	: 
E_IACC,PC_ENT,VS_C10_S951_XK,SK	82 	89 	80 	85 	82 	78 	78 	: 
E_IACC,PC_ENT,VS_C10_S951_XK,UK	82 	81 	: 	: 	: 	: 	: 	: 
E_IACC,PC_ENT_CUSE,10_C10_18,AT	99 	97 	98 	98 	98 	98 	97 	99 
E_IACC,PC_ENT_CUSE,10_C10_18,BE	100 	99 	98 	99 	100 	100 	100 	: u
E_IACC,PC_ENT_CUSE,10_C10_18,BG	98 	99 	98 	98 	98 	96 	94 	93 
E_IACC,PC_ENT_CUSE,10_C10_18,CY	98 	94 	97 	95 	96 	96 	93 	93 
E_IACC,PC_ENT_CUSE,10_C10_18,CZ	99 	99 	99 	99 	99 	99 	98 	96 
E_IACC,PC_ENT_CUSE,10_C10_18,DE	98 	99 	99 	99 	98 	97 	98 	97 
E_IACC,PC_ENT_CUSE,10_C10_18,DK	100 	100 	100 	100 	100 	98 	99 	100 
E_IACC,PC_ENT_CUSE,10_C10_18,EA	99 	99 	99 	98 	98 	98 	98 	96 
E_IACC,PC_ENT_CUSE,10_C10_18,EE	99 	99 	99 	98 	99 	99 	99 	99 
E_IACC,PC_ENT_CUSE,10_C10_18,EL	98 	98 	99 	96 	98 	99 	96 	93 
E_IACC,PC_ENT_CUSE,10_C10_18,ES	98 	99 	98 	98 	99 	98 	97 	97 
E_IACC,PC_ENT_CUSE,10_C10_18,EU15	99 	99 	99 	99 	98 	98 	98 	96 
E_IACC,PC_ENT_CUSE,10_C10_18,EU25	: 	: 	: 	: 	: 	: 	98 	96 
E_IACC,PC_ENT_CUSE,10_C10_18,EU27	99 	99 	98 	98 	98 	97 	97 	96 
E_IACC,PC_ENT_CUSE,10_C10_18,EU28	99 	99 	98 	98 	98 	97 	97 	96 
E_IACC,PC_ENT_CUSE,10_C10_18,FI	100 	100 	100 	100 	100 	100 	100 	100 
E_IACC,PC_ENT_CUSE,10_C10_18,FR	99 	98 	100 	99 	98 	95 	98 	96 
E_IACC,PC_ENT_CUSE,10_C10_18,HR	99 	100 	100 	97 	97 	96 	97 	92 
E_IACC,PC_ENT_CUSE,10_C10_18,HU	98 	96 	94 	95 	95 	94 	96 	95 
E_IACC,PC_ENT_CUSE,10_C10_18,IE	100 	99 	98 	98 	100 	100 	100 	99 
E_IACC,PC_ENT_CUSE,10_C10_18,IS	: 	: 	100 	100 	100 	: 	100 	: 
E_IACC,PC_ENT_CUSE,10_C10_18,IT	98 	99 	100 	98 	99 	98 	98 	96 
E_IACC,PC_ENT_CUSE,10_C10_18,LT	100 	100 	100 	100 	100 	100 	99 	96 
E_IACC,PC_ENT_CUSE,10_C10_18,LU	97 	100 	100 	96 	98 	96 	99 	99 
E_IACC,PC_ENT_CUSE,10_C10_18,LV	97 	98 	96 	94 	93 	97 	92 	90 
E_IACC,PC_ENT_CUSE,10_C10_18,MK	97 	95 	97 	98 	95 	90 	95 	: 
E_IACC,PC_ENT_CUSE,10_C10_18,MT	99 	97 	99 	98 	95 	98 	97 	98 
E_IACC,PC_ENT_CUSE,10_C10_18,NL	100 	100 	100 	99 	100 	100 	99 	95 
E_IACC,PC_ENT_CUSE,10_C10_18,NO	99 	99 	100 	100 	99 	100 	99 	98 
E_IACC,PC_ENT_CUSE,10_C10_18,PL	99 	97 	97 	97 	97 	96 	96 	94 
E_IACC,PC_ENT_CUSE,10_C10_18,PT	99 	99 	95 	96 	96 	98 	98 	95 
E_IACC,PC_ENT_CUSE,10_C10_18,RO	96 	100 	94 	99 	96 	96 	93 	88 
E_IACC,PC_ENT_CUSE,10_C10_18,RS	: 	: 	100 	: 	: 	: 	: 	: 
E_IACC,PC_ENT_CUSE,10_C10_18,SE	100 	97 	97 	100 	100 	100 	100 	99 
E_IACC,PC_ENT_CUSE,10_C10_18,SI	100 	100 	100 	98 	100 	99 	99 	99 
E_IACC,PC_ENT_CUSE,10_C10_18,SK	99 	99 	100 	99 	100 	99 	99 	99 
E_IACC,PC_ENT_CUSE,10_C10_18,TR	97 	97 	: 	: 	: 	: 	99 	: 
E_IACC,PC_ENT_CUSE,10_C10_18,UK	99 	100 	99 	99 	100 	100 	99 	98 
E_IACC,PC_ENT_CUSE,10_C10_33,AT	100 	99 	99 	99 	98 	99 	99 	100 
E_IACC,PC_ENT_CUSE,10_C10_33,BE	100 	99 	99 	100 	100 	100 	100 	: u
E_IACC,PC_ENT_CUSE,10_C10_33,BG	98 	99 	98 	98 	98 	98 	96 	95 
E_IACC,PC_ENT_CUSE,10_C10_33,CY	99 	97 	97 	96 	97 	94 	94 	94 
E_IACC,PC_ENT_CUSE,10_C10_33,CZ	100 	100 	99 	99 	99 	99 	99 	98 
E_IACC,PC_ENT_CUSE,10_C10_33,DE	100 	100 	100 	100 	99 	99 	99 	99 
E_IACC,PC_ENT_CUSE,10_C10_33,DK	100 	100 	100 	100 	100 	98 	99 	: u
