indic_is,unit,sizen_r2,geo\time	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 
E_RA,PC_ENT_CUSE,10_N77_82,UK	75 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,AT	99 	98 	97 	95 	96 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,BE	95 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,BG	90 	77 	75 	83 	84 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,CY	100 	94 	98 	95 	95 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,CZ	99 	98 	97 	96 	97 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,DE	97 	: 	: 	: 	95 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,DK	98 	97 	98 	98 	97 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,EA	94 	: 	: 	: 	93 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,EE	97 	97 	97 	96 	95 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,EL	87 	90 	: u	85 	78 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,ES	92 	92 	91 	93 	85 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,EU15	95 	: 	: 	: 	93 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,EU27	93 	: 	: 	: 	92 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,EU28	93 	: 	: 	: 	91 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,FI	100 	100 	100 	100 	98 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,FR	90 	88 	: 	93 	92 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,HR	93 	93 	: 	89 	48 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,HU	90 	88 	86 	87 	83 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,IE	94 	96 	96 	96 	90 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,IS	: 	: 	: 	100 	100 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,IT	91 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,LT	88 	92 	88 	93 	89 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,LU	96 	97 	98 	99 	96 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,LV	89 	91 	85 	85 	: 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,MK	72 	: 	: 	80 	60 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,MT	90 	98 	: 	96 	86 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,NL	95 	95 	95 	92 	93 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,NO	96 	97 	95 	96 	96 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,PL	99 	99 	99 	98 	96 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,PT	90 	: 	: 	97 	96 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,RO	58 	: 	: 	79 	73 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,RS	: 	: 	81 	: 	: 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,SE	98 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,SI	98 	98 	99 	100 	99 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,SK	92 	89 	85 	93 	91 	: 	: 	: 
E_RA,PC_ENT_CUSE,L_C10_S951_XK,UK	96 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_CUSE,MC_C10_S951_XK,PT	: 	: 	: 	55 	55 	: 	: 	: 
E_RA,PC_ENT_CUSE,MC_C10_S951_XK,SK	41 	40 	53 	52 	56 	: 	: 	: 
E_RA,PC_ENT_CUSE,MI_C10_S951_XK,BE	42 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_CUSE,MI_C10_S951_XK,DK	57 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_CUSE,MI_C10_S951_XK,PT	: 	: 	: 	54 	54 	: 	: 	: 
E_RA,PC_ENT_CUSE,MI_C10_S951_XK,SI	: 	: 	: 	64 	: 	: 	: 	: 
E_RA,PC_ENT_CUSE,MI_C10_S951_XK,SK	47 	49 	57 	60 	59 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,AT	87 	83 	85 	82 	80 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,BE	88 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,BG	65 	59 	61 	72 	76 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,CY	93 	90 	90 	89 	82 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,CZ	92 	90 	90 	87 	89 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,DE	86 	: 	: 	: 	90 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,DK	95 	94 	94 	93 	92 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,EA	81 	: 	: 	: 	83 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,EE	89 	85 	86 	89 	85 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,EL	74 	82 	: u	71 	68 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,ES	82 	83 	81 	82 	77 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,EU15	83 	: 	: 	: 	84 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,EU27	81 	: 	: 	: 	82 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,EU28	81 	: 	: 	: 	82 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,FI	97 	98 	98 	96 	93 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,FR	71 	68 	: 	78 	77 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,HR	74 	78 	: 	75 	42 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,HU	67 	66 	64 	63 	63 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,IE	84 	81 	81 	79 	75 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,IS	: 	: 	: 	97 	93 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,IT	78 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,LT	73 	71 	69 	73 	72 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,LU	88 	88 	86 	84 	80 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,LV	71 	71 	63 	72 	: 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,MK	53 	: 	: 	67 	44 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,MT	89 	90 	: 	89 	77 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,NL	88 	89 	87 	82 	82 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,NO	90 	88 	88 	92 	89 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,PL	92 	91 	92 	93 	90 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,PT	73 	: 	: 	88 	91 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,RO	38 	: 	: 	63 	53 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,RS	: 	: 	67 	: 	: 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,SE	98 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,SI	96 	89 	88 	90 	89 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,SK	78 	78 	70 	84 	79 	: 	: 	: 
E_RA,PC_ENT_CUSE,M_C10_S951_XK,UK	86 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,AT	58 	58 	59 	60 	55 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,BE	65 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,BG	44 	48 	49 	63 	69 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,CY	87 	83 	79 	72 	70 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,CZ	71 	70 	66 	67 	69 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,DE	64 	: 	: 	: 	65 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,DK	78 	80 	81 	78 	73 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,EA	58 	: 	: 	: 	59 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,EE	80 	72 	72 	81 	78 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,EL	53 	57 	: u	49 	47 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,ES	59 	59 	61 	64 	54 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,EU15	61 	: 	: 	: 	59 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,EU27	61 	: 	: 	: 	61 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,EU28	61 	: 	: 	: 	61 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,FI	84 	85 	86 	85 	79 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,FR	42 	39 	: 	56 	54 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,HR	60 	67 	: 	65 	42 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,HU	46 	45 	42 	41 	38 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,IE	70 	62 	59 	59 	53 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,IS	: 	: 	: 	87 	71 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,IT	55 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,LT	54 	52 	52 	61 	58 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,LU	72 	71 	69 	67 	63 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,LV	54 	52 	46 	58 	: 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,MK	49 	: 	: 	60 	38 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,MT	78 	78 	: 	82 	66 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,NL	71 	72 	67 	62 	57 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,NO	69 	68 	67 	71 	64 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,PL	81 	80 	82 	87 	82 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,PT	55 	: 	: 	71 	68 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,RO	33 	: 	: 	60 	48 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,RS	: 	: 	53 	: 	: 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,SE	90 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,SI	86 	77 	75 	74 	76 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,SK	61 	62 	60 	72 	65 	: 	: 	: 
E_RA,PC_ENT_CUSE,SM_C10_S951_XK,UK	71 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,AT	54 	54 	55 	56 	50 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,BE	61 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,BG	40 	45 	47 	61 	68 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,CY	86 	82 	78 	70 	68 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,CZ	66 	65 	61 	62 	64 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,DE	59 	: 	: 	: 	59 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,DK	75 	78 	79 	75 	69 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,EA	54 	: 	: 	: 	55 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,EE	79 	69 	69 	80 	76 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,EL	50 	53 	: u	46 	43 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,ES	55 	56 	58 	61 	51 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,EU15	57 	: 	: 	: 	55 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,EU27	58 	: 	: 	: 	57 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,EU28	58 	: 	: 	: 	57 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,FI	82 	83 	84 	83 	76 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,FR	38 	34 	: 	53 	51 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,HR	57 	64 	: 	63 	42 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,HU	42 	41 	38 	37 	34 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,IE	68 	58 	55 	55 	49 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,IS	: 	: 	: 	86 	66 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,IT	53 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,LT	49 	48 	48 	58 	55 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,LU	69 	67 	66 	63 	60 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,LV	50 	48 	43 	56 	: 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,MK	49 	: 	: 	59 	37 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,MT	75 	74 	: 	80 	64 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,NL	68 	69 	63 	58 	52 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,NO	66 	65 	64 	68 	60 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,PL	79 	79 	81 	86 	80 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,PT	52 	: 	: 	69 	65 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,RO	32 	: 	: 	60 	47 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,RS	: 	: 	50 	: 	: 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,SE	89 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,SI	85 	74 	73 	70 	74 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,SK	57 	59 	58 	69 	62 	: 	: 	: 
E_RA,PC_ENT_CUSE,S_C10_S951_XK,UK	68 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_CUSE,VS_C10_S951_XK,ES	33 	31 	35 	39 	31 	: 	: 	: 
E_RA,PC_ENT_CUSE,VS_C10_S951_XK,PT	39 	: 	: 	55 	55 	: 	: 	: 
E_RA,PC_ENT_CUSE,VS_C10_S951_XK,SK	42 	41 	54 	54 	56 	: 	: 	: 
E_RA,PC_ENT_CUSE,VS_C10_S951_XK,UK	54 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,AT	48 	48 	52 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,BE	: u	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,BG	37 	41 	43 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,CY	88 	79 	68 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,CZ	64 	59 	55 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,DE	64 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,DK	68 	77 	77 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,EA	53 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,EE	81 	66 	64 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,EL	54 	63 	: u	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,ES	53 	58 	53 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,EU15	55 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,EU27	55 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,EU28	55 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,FI	89 	86 	88 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,FR	36 	31 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,HR	54 	64 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,HU	34 	37 	34 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,IE	85 	70 	71 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,IT	52 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,LT	48 	46 	43 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,LU	75 	73 	73 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,LV	50 	52 	41 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,MK	44 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,MT	73 	77 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,NL	66 	70 	63 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,NO	67 	60 	60 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,PL	75 	74 	76 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,PT	36 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,RO	24 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,RS	: 	: 	58 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,SE	92 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,SI	83 	77 	77 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,SK	48 	52 	52 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_18,UK	70 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,AT	59 	62 	61 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,BE	: u	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,BG	42 	44 	47 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,CY	88 	79 	69 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,CZ	74 	71 	67 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,DE	70 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,DK	81 	84 	84 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,EA	61 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,EE	82 	69 	69 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,EL	: u	: u	: u	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,ES	59 	62 	60 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,EU15	64 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,EU27	63 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,EU28	63 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,FI	89 	91 	90 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,FR	47 	42 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,HR	60 	68 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,HU	42 	43 	39 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,IE	84 	75 	74 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,IT	58 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,LT	51 	52 	49 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,LU	75 	81 	79 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,LV	53 	53 	45 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,MK	48 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,MT	74 	73 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,NL	75 	78 	72 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,NO	75 	70 	70 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,PL	81 	81 	82 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,PT	46 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,RO	31 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,RS	: 	: 	56 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,SE	92 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,SI	86 	77 	76 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,SK	60 	61 	61 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_33,UK	75 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,AT	60 	59 	60 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,BE	67 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,BG	47 	49 	51 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,CY	88 	85 	80 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,CZ	73 	71 	68 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,DE	65 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,DK	79 	81 	82 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,EA	60 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,EE	81 	73 	73 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,EL	54 	58 	: u	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,ES	61 	60 	62 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,EU15	62 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,EU27	63 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,EU28	63 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,FI	84 	85 	87 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,FR	43 	40 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,HR	61 	68 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,HU	48 	47 	44 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,IE	71 	63 	60 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,IT	57 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,LT	54 	53 	53 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,LU	73 	72 	70 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,LV	55 	53 	48 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,MK	51 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,MT	79 	79 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,NL	72 	73 	68 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,NO	70 	69 	68 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,PL	83 	82 	84 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,PT	56 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,RO	35 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,RS	: 	: 	54 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,SE	91 	: 	: 	: 	: 	: 	: 	: 
E_RA,PC_ENT_IACC,10_C10_S951_XK,SI	87 	78 	76 	: 	: 	: 	: 	: 
